DATAFLOW,CLASSIFICATION: Classification,MEASURE: Measure,"SALTS: Sex, Age, and Location","SALTSSTUB: Sex, Age, and Location Questions",CYCLE: Cycle,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),SA: SA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),SA: SA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),SA: SA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,66.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,61.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,61.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,22.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,21.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,21.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,9.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,9.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,11.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,14,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,13.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,13.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,12.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,13,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,86.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,87.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,87,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),WA: WA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,59.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,59.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,55.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,19.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,22.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,18,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,12.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,11.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,12.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,8.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,6.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,21.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,15.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,19.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,16.6,PCT: Percent,"j: Proportion has a margin of error >10 percentage points or proportion ± margin of error less than 0% or >100%, which should be considered when using this information",
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,9.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,14.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,83.4,PCT: Percent,"j: Proportion has a margin of error >10 percentage points or proportion ± margin of error less than 0% or >100%, which should be considered when using this information",
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,90.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,85.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),"REST: Rest of Australia (NT, Tas, ACT only)",60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,57,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,59.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,54,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,22.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,18.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,20.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,12,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,11.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,12.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,8.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,7.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,7.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,20.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,19.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,20.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,16.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,15.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,15.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,83.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,84.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,84.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,PROP: Proportion (%),PERSONS: All persons,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,100,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXM: Male,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SEXF: Female,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2,PCT: Percent,,
